kernel,shape_tag,M,N,K,dtype,BM,BN,BK,stages,warps,group_m,flatten,ws,num_sms,ms,tflops
persistent,"n,n,n//8",4096,4096,512,bf16,256,64,64,2,4,8,1,132,1,4.317584037780762,3.9790468543677613
ws,"n,n,n//8",4096,4096,512,bf16,256,64,64,2,8,8,0,0,0,0.0634400002000963,270.80499889364626
persistent,"n,n,n//8",4096,4096,512,bf16,256,64,64,2,8,8,1,132,0,0.0031017739507977083,5538.723793712212
ws,"n,n,n//8",4096,4096,512,bf16,256,64,64,2,8,8,0,0,0,0.06349929383791544,270.5521297268647
persistent,"n,n,n//8",4096,4096,512,bf16,256,64,64,2,8,8,1,132,1,6.331679821014404,2.713319319618975
ws,"n,n,n//8",4096,4096,512,bf16,256,64,64,3,4,8,0,0,0,0.07835645888183938,219.25275119830314
persistent,"n,n,n//8",4096,4096,512,bf16,256,64,64,3,4,8,1,132,0,0.0031100690107921073,5523.951116320869
ws,"n,n,n//8",4096,4096,512,bf16,256,64,64,3,4,8,0,0,0,0.07781832220573578,220.7689487133882
persistent,"n,n,n//8",4096,4096,512,bf16,256,64,64,3,4,8,1,132,1,3.888592004776001,4.418017925999833
ws,"n,n,n//8",4096,4096,512,bf16,256,64,64,3,8,8,0,0,0,0.07965954124438958,215.66618280280366
persistent,"n,n,n//8",4096,4096,512,bf16,256,64,64,3,8,8,1,132,0,0.0030856348229977098,5567.69357668503
ws,"n,n,n//8",4096,4096,512,bf16,256,64,64,3,8,8,0,0,0,0.0796957377527581,215.56823072894437
persistent,"n,n,n//8",4096,4096,512,bf16,256,64,64,3,8,8,1,132,1,4.122864007949829,4.166974499006822
ws,"n,n,n//8",4096,4096,512,bf16,256,64,64,4,4,8,0,0,0,0.07552891774255721,227.46081497630016
persistent,"n,n,n//8",4096,4096,512,bf16,256,64,64,4,4,8,1,132,0,0.0031042782954223778,5534.255485190787
ws,"n,n,n//8",4096,4096,512,bf16,256,64,64,4,4,8,0,0,0,0.0754539683934242,227.68675458423235
persistent,"n,n,n//8",4096,4096,512,bf16,256,64,64,4,4,8,1,132,1,3.6374239921569824,4.723086783680773
ws,"n,n,n//8",4096,4096,512,bf16,256,64,64,4,8,8,0,0,0,0.07710709687202208,222.80529135358523
persistent,"n,n,n//8",4096,4096,512,bf16,256,64,64,4,8,8,1,132,0,0.003117634805486254,5510.545736071379
ws,"n,n,n//8",4096,4096,512,bf16,256,64,64,4,8,8,0,0,0,0.07716283887144058,222.64433806826398
persistent,"n,n,n//8",4096,4096,512,bf16,256,64,64,4,8,8,1,132,1,4.168447971343994,4.121406648734266
ws,"n,n,n//8",4096,4096,512,bf16,256,128,64,2,4,8,0,0,0,0.11746873463294943,146.2505681846438
persistent,"n,n,n//8",4096,4096,512,bf16,256,128,64,2,4,8,1,132,0,0.003083862103361251,5570.894095840027
ws,"n,n,n//8",4096,4096,512,bf16,256,128,64,2,4,8,0,0,0,0.11770579568585571,145.95601757666418
persistent,"n,n,n//8",4096,4096,512,bf16,256,128,64,2,4,8,1,132,1,3.350816011428833,5.127070279419572
ws,"n,n,n//8",4096,4096,512,bf16,256,128,64,2,8,8,0,0,0,0.07479277445423987,229.69958407561256
persistent,"n,n,n//8",4096,4096,512,bf16,256,128,64,2,8,8,1,132,0,0.003099269612246881,5543.199312545477
ws,"n,n,n//8",4096,4096,512,bf16,256,128,64,2,8,8,0,0,0,0.07468342840198487,230.03589352552285
persistent,"n,n,n//8",4096,4096,512,bf16,256,128,64,2,8,8,1,132,1,4.357872009277344,3.9422610731628387
ws,"n,n,n//8",4096,4096,512,bf16,256,128,64,3,4,8,0,0,0,0.14668651133082633,117.11962489348285
persistent,"n,n,n//8",4096,4096,512,bf16,256,128,64,3,4,8,1,132,0,0.0030976000444396684,5546.187027869734
ws,"n,n,n//8",4096,4096,512,bf16,256,128,64,3,4,8,0,0,0,0.14669320957605228,117.11427702516245
persistent,"n,n,n//8",4096,4096,512,bf16,256,128,64,3,4,8,1,132,1,3.198101361592611,5.371896397756656
ws,"n,n,n//8",4096,4096,512,bf16,256,128,64,3,8,8,0,0,0,0.057325714507273265,299.68870569978304
persistent,"n,n,n//8",4096,4096,512,bf16,256,128,64,3,8,8,1,132,0,0.0031082105757505225,5527.253950563395
ws,"n,n,n//8",4096,4096,512,bf16,256,128,64,3,8,8,0,0,0,0.05715876077892075,300.564059645178
persistent,"n,n,n//8",4096,4096,512,bf16,256,128,64,3,8,8,1,132,1,3.4352959394454956,5.000986665146837
ws,"n,n//8,n",4096,512,4096,bf16,64,64,64,2,4,8,0,0,0,0.06718545486078117,255.70816212526043
persistent,"n,n//8,n",4096,512,4096,bf16,64,64,64,2,4,8,1,132,0,0.0031149473915432105,5515.299947164993
ws,"n,n//8,n",4096,512,4096,bf16,64,64,64,2,4,8,0,0,0,0.06693866668325482,256.65090201591454
persistent,"n,n//8,n",4096,512,4096,bf16,64,64,64,2,4,8,1,132,1,9.648991584777832,1.7804833834763432
ws,"n,n//8,n",4096,512,4096,bf16,64,64,64,2,8,8,0,0,0,0.06865793929407091,250.22407256379162
persistent,"n,n//8,n",4096,512,4096,bf16,64,64,64,2,8,8,1,132,0,0.003096208735571607,5548.679256222154
ws,"n,n//8,n",4096,512,4096,bf16,64,64,64,2,8,8,0,0,0,0.06890084865418347,249.34190970892902
persistent,"n,n//8,n",4096,512,4096,bf16,64,64,64,2,8,8,1,132,1,13.772319793701172,1.2474201471750086
ws,"n,n//8,n",4096,512,4096,bf16,64,64,64,3,4,8,0,0,0,0.06222747870977374,276.0817172768025
persistent,"n,n//8,n",4096,512,4096,bf16,64,64,64,3,4,8,1,132,0,0.0030987130923439627,5544.194855098577
ws,"n,n//8,n",4096,512,4096,bf16,64,64,64,3,4,8,0,0,0,0.06265971053769623,274.17728292352314
persistent,"n,n//8,n",4096,512,4096,bf16,64,64,64,3,4,8,1,132,1,6.891456127166748,2.492922956626741
ws,"n,n//8,n",4096,512,4096,bf16,64,64,64,3,8,8,0,0,0,0.06173124601659567,278.30102731737196
persistent,"n,n//8,n",4096,512,4096,bf16,64,64,64,3,8,8,1,132,0,0.003105947865254205,5531.28060396272
ws,"n,n//8,n",4096,512,4096,bf16,64,64,64,3,8,8,0,0,0,0.062294260855170265,275.7857457196896
persistent,"n,n//8,n",4096,512,4096,bf16,64,64,64,3,8,8,1,132,1,7.227488040924072,2.377018002205295
ws,"n,n//8,n",4096,512,4096,bf16,64,64,64,4,4,8,0,0,0,0.0716893535393935,239.6432431847724
persistent,"n,n//8,n",4096,512,4096,bf16,64,64,64,4,4,8,1,132,0,0.003111513086554149,5521.387410594463
ws,"n,n//8,n",4096,512,4096,bf16,64,64,64,4,4,8,0,0,0,0.07185899966862053,239.0774887380199
persistent,"n,n//8,n",4096,512,4096,bf16,64,64,64,4,4,8,1,132,1,6.368256092071533,2.6977352882194707
ws,"n,n//8,n",4096,512,4096,bf16,64,64,64,4,8,8,0,0,0,0.07379899988882244,232.7927100622139
persistent,"n,n//8,n",4096,512,4096,bf16,64,64,64,4,8,8,1,132,0,0.0031003826642004044,5541.209277929802
ws,"n,n//8,n",4096,512,4096,bf16,64,64,64,4,8,8,0,0,0,0.07401447636740548,232.11498651587672
persistent,"n,n//8,n",4096,512,4096,bf16,64,64,64,4,8,8,1,132,1,6.781023979187012,2.533521373280813
ws,"n,n//8,n",4096,512,4096,bf16,64,64,64,5,4,8,0,0,0,0.06723391053391926,255.52387251568265
persistent,"n,n//8,n",4096,512,4096,bf16,64,64,64,5,4,8,1,132,0,0.003098434821257125,5544.692780411507
ws,"n,n//8,n",4096,512,4096,bf16,64,64,64,5,4,8,0,0,0,0.06763054554661115,254.02529352893643
persistent,"n,n//8,n",4096,512,4096,bf16,64,64,64,5,4,8,1,132,1,6.421440124511719,2.6753919449348356
ws,"n,n//8,n",4096,512,4096,bf16,64,64,64,5,8,8,0,0,0,0.0679374546038382,252.8777282602137
persistent,"n,n//8,n",4096,512,4096,bf16,64,64,64,5,8,8,1,132,0,0.0031062857493192758,5530.678942774297
ws,"n,n//8,n",4096,512,4096,bf16,64,64,64,5,8,8,0,0,0,0.06817648514653697,251.99112490287496
persistent,"n,n//8,n",4096,512,4096,bf16,64,64,64,5,8,8,1,132,1,6.523263931274414,2.6336308579566645
ws,"n,n//8,n",4096,512,4096,bf16,64,128,64,2,4,8,0,0,0,0.0689086067405614,249.3138375106267
persistent,"n,n//8,n",4096,512,4096,bf16,64,128,64,2,4,8,1,132,0,0.003097043520487521,5547.183651231234
ws,"n,n//8,n",4096,512,4096,bf16,64,128,64,2,4,8,0,0,0,0.06873939378243504,249.9275632016116
persistent,"n,n//8,n",4096,512,4096,bf16,64,128,64,2,4,8,1,132,1,6.800576210021973,2.5262372854056276
ws,"n,n//8,n",4096,512,4096,bf16,64,128,64,2,8,8,0,0,0,0.07971042638919393,215.52850689968227
persistent,"n,n//8,n",4096,512,4096,bf16,64,128,64,2,8,8,1,132,0,0.003096140400310488,5548.80172174271
ws,"n,n//8,n",4096,512,4096,bf16,64,128,64,2,8,8,0,0,0,0.07946701653179575,216.18867718691965
persistent,"n,n//8,n",4096,512,4096,bf16,64,128,64,2,8,8,1,132,1,7.879424095153809,2.180345793871709
ws,"n,n//8,n",4096,512,4096,bf16,64,128,64,3,4,8,0,0,0,0.04733963634867173,362.9066572768897
persistent,"n,n//8,n",4096,512,4096,bf16,64,128,64,3,4,8,1,132,0,0.003093704399045395,5553.17088125843
ws,"n,n//8,n",4096,512,4096,bf16,64,128,64,3,4,8,0,0,0,0.04739711989959081,362.4665216028942
persistent,"n,n//8,n",4096,512,4096,bf16,64,128,64,3,4,8,1,132,1,5.893216133117676,2.9151941479721986
ws,"n,n//8,n",4096,512,4096,bf16,64,128,64,3,8,8,0,0,0,0.0520631350274827,329.9814576077913
persistent,"n,n//8,n",4096,512,4096,bf16,64,128,64,3,8,8,1,132,0,0.0030917565722990295,5556.669415026117
ws,"n,n//8,n",4096,512,4096,bf16,64,128,64,3,8,8,0,0,0,0.05216259479119971,329.3522734589575
persistent,"n,n//8,n",4096,512,4096,bf16,64,128,64,3,8,8,1,132,1,4.099136114120483,4.19109507606242
ws,"n,n//8,n",4096,512,4096,bf16,64,128,64,4,4,8,0,0,0,0.04161896289866648,412.78945911817675
persistent,"n,n//8,n",4096,512,4096,bf16,64,128,64,4,4,8,1,132,0,0.0031040000344586113,5534.751608659841
ws,"n,n//8,n",4096,512,4096,bf16,64,128,64,4,4,8,0,0,0,0.04168120007961988,412.1730936533216
persistent,"n,n//8,n",4096,512,4096,bf16,64,128,64,4,4,8,1,132,1,5.037439823150635,3.410436608105218
ws,"n,n//8,n",4096,512,4096,bf16,64,128,64,4,8,8,0,0,0,0.04424328180268789,388.3045851032751
persistent,"n,n//8,n",4096,512,4096,bf16,64,128,64,4,8,8,1,132,0,0.0030967652595237545,5547.68209542691
ws,"n,n//8,n",4096,512,4096,bf16,64,128,64,4,8,8,0,0,0,0.044566974425927185,385.4843054817173
persistent,"n,n//8,n",4096,512,4096,bf16,64,128,64,4,8,8,1,132,1,3.790479898452759,4.532373114816589
ws,"n,n//8,n",4096,512,4096,bf16,64,128,64,5,4,8,0,0,0,0.05267589181862973,326.14292024048933
persistent,"n,n//8,n",4096,512,4096,bf16,64,128,64,5,4,8,1,132,0,0.003086469624110538,5566.187675976533
ws,"n,n//8,n",4096,512,4096,bf16,64,128,64,5,4,8,0,0,0,0.052882594534674206,324.8681222086306
persistent,"n,n//8,n",4096,512,4096,bf16,64,128,64,5,4,8,1,132,1,5.103072166442871,3.366573825267954
ws,"n,n//8,n",4096,512,4096,bf16,64,128,64,5,8,8,0,0,0,0.06390729404109366,268.8248570335806
persistent,"n,n//8,n",4096,512,4096,bf16,64,128,64,5,8,8,1,132,0,0.0031117913394194583,5520.893694371265
ws,"n,n//8,n",4096,512,4096,bf16,64,128,64,5,8,8,0,0,0,0.06389129402882912,268.8921776454876
persistent,"n,n//8,n",4096,512,4096,bf16,64,128,64,5,8,8,1,132,1,3.6455999612808228,4.712494340153583
ws,"n,n//8,n",4096,512,4096,bf16,128,64,64,2,4,8,0,0,0,0.0700125536093345,245.3826963641771
persistent,"n,n//8,n",4096,512,4096,bf16,128,64,64,2,4,8,1,132,0,0.003109565255758555,5524.846006104831
ws,"n,n//8,n",4096,512,4096,bf16,128,64,64,2,4,8,0,0,0,0.0698021814001329,246.12223915350717
persistent,"n,n//8,n",4096,512,4096,bf16,128,64,64,2,4,8,1,132,1,5.1750078201293945,3.319776468196803
ws,"n,n//8,n",4096,512,4096,bf16,128,64,64,2,8,8,0,0,0,0.07113255376999195,241.51908336584307
persistent,"n,n//8,n",4096,512,4096,bf16,128,64,64,2,8,8,1,132,0,0.0030987130984178055,5544.194844231301
ws,"n,n//8,n",4096,512,4096,bf16,128,64,64,2,8,8,0,0,0,0.07157550065312535,240.02443611618438
persistent,"n,n//8,n",4096,512,4096,bf16,128,64,64,2,8,8,1,132,1,7.50486421585083,2.2891645591288436
ws,"n,n//8,n",4096,512,4096,bf16,128,64,64,3,4,8,0,0,0,0.04950694744720271,347.0193592994536
persistent,"n,n//8,n",4096,512,4096,bf16,128,64,64,3,4,8,1,132,0,0.0031045565705584443,5533.759425395075
ws,"n,n//8,n",4096,512,4096,bf16,128,64,64,3,4,8,0,0,0,0.04978304023543994,345.09481748705775
persistent,"n,n//8,n",4096,512,4096,bf16,128,64,64,3,4,8,1,132,1,4.5122880935668945,3.8073520191437016
ws,"n,n//8,n",4096,512,4096,bf16,128,64,64,3,8,8,0,0,0,0.05069013312458992,338.9193936771493
persistent,"n,n//8,n",4096,512,4096,bf16,128,64,64,3,8,8,1,132,0,0.0030976000464642823,5546.187024244706
ws,"n,n//8,n",4096,512,4096,bf16,128,64,64,3,8,8,0,0,0,0.050627507116288356,339.3386355077462
persistent,"n,n//8,n",4096,512,4096,bf16,128,64,64,3,8,8,1,132,1,4.0713441371917725,4.219704501779083
ws,"n,n//8,n",4096,512,4096,bf16,128,64,64,4,4,8,0,0,0,0.05323200013387848,322.7357443040395
persistent,"n,n//8,n",4096,512,4096,bf16,128,64,64,4,4,8,1,132,0,0.0031023304868975413,5537.730185922448
ws,"n,n//8,n",4096,512,4096,bf16,128,64,64,4,4,8,0,0,0,0.05325106847776125,322.62017786881904
persistent,"n,n//8,n",4096,512,4096,bf16,128,64,64,4,4,8,1,132,1,4.087536096572876,4.202988983609017
ws,"n,n//8,n",4096,512,4096,bf16,128,64,64,4,8,8,0,0,0,0.05328087656669421,322.4396873894358
persistent,"n,n//8,n",4096,512,4096,bf16,128,64,64,4,8,8,1,132,0,0.003100382641929647,5541.209317733576
ws,"n,n//8,n",4096,512,4096,bf16,128,64,64,4,8,8,0,0,0,0.0534176438128295,321.61413266741374
persistent,"n,n//8,n",4096,512,4096,bf16,128,64,64,4,8,8,1,132,1,3.744047999382019,4.588581446294399
ws,"n,n//8,n",4096,512,4096,bf16,128,64,64,5,4,8,0,0,0,0.057815887401221504,297.1478940516449
persistent,"n,n//8,n",4096,512,4096,bf16,128,64,64,5,4,8,1,132,0,0.003117634805486254,5510.545736071379
ws,"n,n//8,n",4096,512,4096,bf16,128,64,64,5,4,8,0,0,0,0.057840000113679305,297.02401712023715
ws,"n,n//8,n",4096,512,4096,bf16,128,64,64,5,8,8,0,0,0,0.05840000001267648,294.1758421279261
persistent,"n,n//8,n",4096,512,4096,bf16,128,64,64,5,8,8,1,132,0,0.0031023158205738454,5537.756365766198
ws,"n,n//8,n",4096,512,4096,bf16,128,64,64,5,8,8,0,0,0,0.058518399936812265,293.58063792842415
persistent,"n,n//8,n",4096,512,4096,bf16,128,64,64,5,8,8,1,132,1,3.653088092803955,4.702834628554895
ws,"n,n//8,n",4096,512,4096,bf16,128,128,64,2,4,8,0,0,0,0.07428215881661764,231.2785392574872
persistent,"n,n//8,n",4096,512,4096,bf16,128,128,64,2,4,8,1,132,0,0.0030950956998149984,5550.674631814093
ws,"n,n//8,n",4096,512,4096,bf16,128,128,64,2,4,8,0,0,0,0.07454882538507855,230.45123910749993
persistent,"n,n//8,n",4096,512,4096,bf16,128,128,64,2,4,8,1,132,1,3.455392003059387,4.971901644962142
ws,"n,n//8,n",4096,512,4096,bf16,128,128,64,2,8,8,0,0,0,0.09346057168607201,183.81943181030462
persistent,"n,n//8,n",4096,512,4096,bf16,128,128,64,2,8,8,1,132,0,0.003099826138223643,5542.204116597627
ws,"n,n//8,n",4096,512,4096,bf16,128,128,64,2,8,8,0,0,0,0.09420857152768544,182.35993716295002
persistent,"n,n//8,n",4096,512,4096,bf16,128,128,64,2,8,8,1,132,1,4.45963191986084,3.852306533974241
ws,"n,n//8,n",4096,512,4096,bf16,128,128,64,3,4,8,0,0,0,0.049204210554690736,349.1544522374663
persistent,"n,n//8,n",4096,512,4096,bf16,128,128,64,3,4,8,1,132,0,0.0031098435025500213,5524.351681977819
ws,"n,n//8,n",4096,512,4096,bf16,128,128,64,3,4,8,0,0,0,0.04916042118872467,349.4654595827657
persistent,"n,n//8,n",4096,512,4096,bf16,128,128,64,3,4,8,1,132,1,3.007861296335856,5.711656054395969
ws,"n,n//8,n",4096,512,4096,bf16,128,128,64,3,8,8,0,0,0,0.05581066679830352,307.82411624084403
persistent,"n,n//8,n",4096,512,4096,bf16,128,128,64,3,8,8,1,132,0,0.0030945391718136227,5551.672876039685
ws,"n,n//8,n",4096,512,4096,bf16,128,128,64,3,8,8,0,0,0,0.055634666699916124,308.79791689353107
persistent,"n,n//8,n",4096,512,4096,bf16,128,128,64,3,8,8,1,132,1,2.753439982732137,6.239420249484809
ws,"n,n//8,n",4096,512,4096,bf16,128,128,64,4,4,8,0,0,0,0.04114251850563803,417.5697018072856
persistent,"n,n//8,n",4096,512,4096,bf16,128,128,64,4,4,8,1,132,0,0.003100939176004866,5540.21482167022
ws,"n,n//8,n",4096,512,4096,bf16,128,128,64,4,4,8,0,0,0,0.041186799947172406,417.1207572823207
persistent,"n,n//8,n",4096,512,4096,bf16,128,128,64,4,4,8,1,132,1,2.559957265853882,6.710998426870067
ws,"n,n//8,n",4096,512,4096,bf16,128,128,64,4,8,8,0,0,0,0.046043897477480084,373.119351862049
persistent,"n,n//8,n",4096,512,4096,bf16,128,128,64,4,8,8,1,132,0,0.0031051130924859773,5532.767623045145
ws,"n,n//8,n",4096,512,4096,bf16,128,128,64,4,8,8,0,0,0,0.04566687183120312,376.19982484242314
persistent,"n,n//8,n",4096,512,4096,bf16,128,128,64,4,8,8,1,132,1,2.550442695617676,6.736034184778778
ws,"n,n//8,n",4096,512,4096,bf16,128,128,64,5,4,8,0,0,0,0.03825040947062423,449.1420986537123
persistent,"n,n//8,n",4096,512,4096,bf16,128,128,64,5,4,8,1,132,0,0.0031120695922847675,5520.400066435266
ws,"n,n//8,n",4096,512,4096,bf16,128,128,64,5,4,8,0,0,0,0.038226891623204015,449.4184186707895
ws,"n,n//8,n",4096,512,4096,bf16,128,128,64,5,8,8,0,0,0,0.04382784824959839,391.9852301705782
persistent,"n,n//8,n",4096,512,4096,bf16,128,128,64,5,8,8,1,132,0,0.003108730468818027,5526.329592199086
ws,"n,n//8,n",4096,512,4096,bf16,128,128,64,5,8,8,0,0,0,0.04347989863798588,395.1221075062704
persistent,"n,n//8,n",4096,512,4096,bf16,128,128,64,5,8,8,1,132,1,2.556661287943522,6.719650062765575
ws,"n,n//8,n",4096,512,4096,bf16,256,64,64,2,4,8,0,0,0,0.0850442665318648,202.0109042572901
persistent,"n,n//8,n",4096,512,4096,bf16,256,64,64,2,4,8,1,132,0,0.003113182648287519,5518.426358135524
ws,"n,n//8,n",4096,512,4096,bf16,256,64,64,2,4,8,0,0,0,0.08526915273929046,201.47812699074504
persistent,"n,n//8,n",4096,512,4096,bf16,256,64,64,2,4,8,1,132,1,3.2819520235061646,5.234649702662764
ws,"n,n//8,n",4096,512,4096,bf16,256,64,64,2,8,8,0,0,0,0.08715606809167539,197.1161567996539
persistent,"n,n//8,n",4096,512,4096,bf16,256,64,64,2,8,8,1,132,0,0.0031048421229219487,5533.250485481086
ws,"n,n//8,n",4096,512,4096,bf16,256,64,64,2,8,8,0,0,0,0.08714955956754038,197.13087787535756
persistent,"n,n//8,n",4096,512,4096,bf16,256,64,64,2,8,8,1,132,1,5.809728145599365,2.9570865888127758
ws,"n,n//8,n",4096,512,4096,bf16,256,64,64,3,4,8,0,0,0,0.05477523303603473,313.6430140369819
persistent,"n,n//8,n",4096,512,4096,bf16,256,64,64,3,4,8,1,132,0,0.003095172462053597,5550.53697156553
ws,"n,n//8,n",4096,512,4096,bf16,256,64,64,3,4,8,0,0,0,0.054494246432226,315.26023954412227
persistent,"n,n//8,n",4096,512,4096,bf16,256,64,64,3,4,8,1,132,1,2.8096426328023276,6.114610087214138
ws,"n,n//8,n",4096,512,4096,bf16,256,64,64,3,8,8,0,0,0,0.0556128887563116,308.918841804459
persistent,"n,n//8,n",4096,512,4096,bf16,256,64,64,3,8,8,1,132,0,0.0031031652535919263,5536.240509303922
ws,"n,n//8,n",4096,512,4096,bf16,256,64,64,3,8,8,0,0,0,0.05575076055148957,308.15488459808967
persistent,"n,n//8,n",4096,512,4096,bf16,256,64,64,3,8,8,1,132,1,3.077205260594686,5.582945474582967
ws,"n,n//8,n",4096,512,4096,bf16,256,64,64,4,4,8,0,0,0,0.046532986854965035,369.1976454798951
persistent,"n,n//8,n",4096,512,4096,bf16,256,64,64,4,4,8,1,132,0,0.0030889739687352076,5561.67496323524
ws,"n,n//8,n",4096,512,4096,bf16,256,64,64,4,4,8,0,0,0,0.045952000010472074,373.865537519256
persistent,"n,n//8,n",4096,512,4096,bf16,256,64,64,4,4,8,1,132,1,2.7249279816945395,6.304705775495918
ws,"n,n//8,n",4096,512,4096,bf16,256,64,64,4,8,8,0,0,0,0.04647397414430395,369.66645311321275
persistent,"n,n//8,n",4096,512,4096,bf16,256,64,64,4,8,8,1,132,0,0.0031140174170065185,5516.947044090357
ws,"n,n//8,n",4096,512,4096,bf16,256,64,64,4,8,8,0,0,0,0.04693984438653116,365.9975743108676
persistent,"n,n//8,n",4096,512,4096,bf16,256,64,64,4,8,8,1,132,1,2.9245546658833823,5.874353926227841
ws,"n,n//8,n",4096,512,4096,bf16,256,128,64,2,4,8,0,0,0,0.2406399990281751,71.39240879895661
persistent,"n,n//8,n",4096,512,4096,bf16,256,128,64,2,4,8,1,132,0,0.003115130466935427,5514.975814448325
ws,"n,n//8,n",4096,512,4096,bf16,256,128,64,2,4,8,0,0,0,0.23946529098095432,71.7426275583562
persistent,"n,n//8,n",4096,512,4096,bf16,256,128,64,2,4,8,1,132,1,2.5493226846059165,6.738993571798749
ws,"n,n//8,n",4096,512,4096,bf16,256,128,64,2,8,8,0,0,0,0.11666089828525271,147.26330275627353
persistent,"n,n//8,n",4096,512,4096,bf16,256,128,64,2,8,8,1,132,0,0.0031220869890049747,5502.687543461213
ws,"n,n//8,n",4096,512,4096,bf16,256,128,64,2,8,8,0,0,0,0.11529280006885528,149.01077234432523
persistent,"n,n//8,n",4096,512,4096,bf16,256,128,64,2,8,8,1,132,1,3.8634079694747925,4.446817245224946
ws,"n,n//8,n",4096,512,4096,bf16,256,128,64,3,4,8,0,0,0,0.20566117719692342,83.53481886155906
persistent,"n,n//8,n",4096,512,4096,bf16,256,128,64,3,4,8,1,132,0,0.003103721773494845,5535.247821087767
ws,"n,n//8,n",4096,512,4096,bf16,256,128,64,3,4,8,0,0,0,0.2059247059857144,83.42791653757087
persistent,"n,n//8,n",4096,512,4096,bf16,256,128,64,3,4,8,1,132,1,2.4736000696818032,6.945289739666756
ws,"n,n//8,n",4096,512,4096,bf16,256,128,64,3,8,8,0,0,0,0.06647880564429867,258.42626108421024
persistent,"n,n//8,n",4096,512,4096,bf16,256,128,64,3,8,8,1,132,0,0.0031155087891149157,5514.306120407584
ws,"n,n//8,n",4096,512,4096,bf16,256,128,64,3,8,8,0,0,0,0.06664023837491648,257.800236057777
persistent,"n,n//8,n",4096,512,4096,bf16,256,128,64,3,8,8,1,132,1,2.5110719998677573,6.841647386018703
ws,"n,n,n//8",8192,8192,1024,bf16,64,64,64,2,4,8,0,0,0,0.5365759991109371,256.14070271448065
persistent,"n,n,n//8",8192,8192,1024,bf16,64,64,64,2,4,8,1,132,0,0.0031006018140773595,44326.54101148988
ws,"n,n,n//8",8192,8192,1024,bf16,64,64,64,2,4,8,0,0,0,0.541169997304678,253.96632140828393
persistent,"n,n,n//8",8192,8192,1024,bf16,64,64,64,2,4,8,1,132,1,81.55391693115234,1.6852526358485724
ws,"n,n,n//8",8192,8192,1024,bf16,64,64,64,2,8,8,0,0,0,0.5485461314519247,250.55131299206937
persistent,"n,n,n//8",8192,8192,1024,bf16,64,64,64,2,8,8,1,132,0,0.0030937043889223232,44425.36719543402
ws,"n,n,n//8",8192,8192,1024,bf16,64,64,64,2,8,8,0,0,0,0.5479551951090494,250.8215173407527
persistent,"n,n,n//8",8192,8192,1024,bf16,64,64,64,2,8,8,1,132,1,111.7867202758789,1.2294747813766593
ws,"n,n,n//8",8192,8192,1024,bf16,64,64,64,3,4,8,0,0,0,0.5392819941043854,254.85544663928985
persistent,"n,n,n//8",8192,8192,1024,bf16,64,64,64,3,4,8,1,132,0,0.003103721787667145,44281.98236650052
ws,"n,n,n//8",8192,8192,1024,bf16,64,64,64,3,4,8,0,0,0,0.5344180054962635,257.17500544236606
persistent,"n,n,n//8",8192,8192,1024,bf16,64,64,64,3,4,8,1,132,1,62.089473724365234,2.2135628670672083
ws,"n,n,n//8",8192,8192,1024,bf16,64,64,64,3,8,8,0,0,0,0.527479998767376,260.557658666053
persistent,"n,n,n//8",8192,8192,1024,bf16,64,64,64,3,8,8,1,132,0,0.0030984827979660496,44356.8554139528
ws,"n,n,n//8",8192,8192,1024,bf16,64,64,64,3,8,8,0,0,0,0.5279099941253662,260.34542820070476
persistent,"n,n,n//8",8192,8192,1024,bf16,64,64,64,3,8,8,1,132,1,65.22684478759766,2.1070918564212517
ws,"n,n,n//8",8192,8192,1024,bf16,64,64,64,4,4,8,0,0,0,0.5360620021820068,256.38630030213545
persistent,"n,n,n//8",8192,8192,1024,bf16,64,64,64,4,4,8,1,132,0,0.0031111724433842405,44175.93559118119
ws,"n,n,n//8",8192,8192,1024,bf16,64,64,64,4,4,8,0,0,0,0.5344300046563148,257.16923128293524
persistent,"n,n,n//8",8192,8192,1024,bf16,64,64,64,4,4,8,1,132,1,58.75062561035156,2.339361530948259
ws,"n,n,n//8",8192,8192,1024,bf16,64,64,64,4,8,8,0,0,0,0.5383499972522259,255.29665491501353
persistent,"n,n,n//8",8192,8192,1024,bf16,64,64,64,4,8,8,1,132,0,0.0031259826283254054,43966.64019391122
ws,"n,n,n//8",8192,8192,1024,bf16,64,64,64,4,8,8,0,0,0,0.5385700054466724,255.19236511883466
persistent,"n,n,n//8",8192,8192,1024,bf16,64,64,64,4,8,8,1,132,1,65.91939544677734,2.0849547017306436
ws,"n,n,n//8",8192,8192,1024,bf16,64,64,64,5,4,8,0,0,0,0.5631189386049906,244.0673613508298
persistent,"n,n,n//8",8192,8192,1024,bf16,64,64,64,5,4,8,1,132,0,0.003104275897354016,44274.07808344242
ws,"n,n,n//8",8192,8192,1024,bf16,64,64,64,5,4,8,0,0,0,0.5643242637316386,243.54606439066453
persistent,"n,n,n//8",8192,8192,1024,bf16,64,64,64,5,4,8,1,132,1,59.9317741394043,2.293256881605242
ws,"n,n,n//8",8192,8192,1024,bf16,64,64,64,5,8,8,0,0,0,0.5993120116846902,229.32788062373984
persistent,"n,n,n//8",8192,8192,1024,bf16,64,64,64,5,8,8,1,132,0,0.0030998621087778232,44337.11844240317
