kernel,shape_tag,M,N,K,dtype,BM,BN,BK,stages,warps,group_m,flatten,ws,num_sms,ms,tflops
persistent,"n,n//8,n",8192,1024,8192,bf16,128,64,64,5,8,8,1,132,1,27.45929527282715,5.005188665857905
ws,"n,n//8,n",8192,1024,8192,bf16,128,128,64,2,4,8,0,0,0,0.27232237105016355,504.6921152382404
persistent,"n,n//8,n",8192,1024,8192,bf16,128,128,64,2,4,8,1,132,0,0.0031012174288701753,44317.74186245022
ws,"n,n//8,n",8192,1024,8192,bf16,128,128,64,2,4,8,0,0,0,0.27470628385032925,500.3123756240033
persistent,"n,n//8,n",8192,1024,8192,bf16,128,128,64,2,4,8,1,132,1,27.11542320251465,5.068663411429038
ws,"n,n//8,n",8192,1024,8192,bf16,128,128,64,2,8,8,0,0,0,0.3122111988067627,440.21147863137764
persistent,"n,n//8,n",8192,1024,8192,bf16,128,128,64,2,8,8,1,132,0,0.003094069015411339,44420.13180295148
ws,"n,n//8,n",8192,1024,8192,bf16,128,128,64,2,8,8,0,0,0,0.3129318404197693,439.1977284498704
persistent,"n,n//8,n",8192,1024,8192,bf16,128,128,64,2,8,8,1,132,1,34.850494384765625,3.943672992256873
ws,"n,n//8,n",8192,1024,8192,bf16,128,128,64,3,4,8,0,0,0,0.22787999967113137,603.1198598839179
persistent,"n,n//8,n",8192,1024,8192,bf16,128,128,64,3,4,8,1,132,0,0.0030998261301251858,44337.63304861539
ws,"n,n//8,n",8192,1024,8192,bf16,128,128,64,3,4,8,0,0,0,0.2263449993915856,607.2100282375812
persistent,"n,n//8,n",8192,1024,8192,bf16,128,128,64,3,4,8,1,132,1,22.813568115234375,6.024439174870739
ws,"n,n//8,n",8192,1024,8192,bf16,128,128,64,3,8,8,0,0,0,0.24060283841625338,571.2274816734482
persistent,"n,n//8,n",8192,1024,8192,bf16,128,128,64,3,8,8,1,132,0,0.0030945391778874655,44413.38292114459
ws,"n,n//8,n",8192,1024,8192,bf16,128,128,64,3,8,8,0,0,0,0.2410477423860181,570.1731620116269
persistent,"n,n//8,n",8192,1024,8192,bf16,128,128,64,3,8,8,1,132,1,21.06163215637207,6.525560433853587
ws,"n,n//8,n",8192,1024,8192,bf16,128,128,64,4,4,8,0,0,0,0.2280620001256466,602.6385517810091
persistent,"n,n//8,n",8192,1024,8192,bf16,128,128,64,4,4,8,1,132,0,0.003092413836415729,44443.907168420585
ws,"n,n//8,n",8192,1024,8192,bf16,128,128,64,4,4,8,0,0,0,0.22740399930626154,604.3823059017575
persistent,"n,n//8,n",8192,1024,8192,bf16,128,128,64,4,4,8,1,132,1,19.774240493774414,6.950403658500579
ws,"n,n//8,n",8192,1024,8192,bf16,128,128,64,4,8,8,0,0,0,0.2741200008562633,501.3824348558464
persistent,"n,n//8,n",8192,1024,8192,bf16,128,128,64,4,8,8,1,132,0,0.0031001043931135667,44333.65333673948
ws,"n,n//8,n",8192,1024,8192,bf16,128,128,64,4,8,8,0,0,0,0.27411085686513353,501.39916033906655
persistent,"n,n//8,n",8192,1024,8192,bf16,128,128,64,4,8,8,1,132,1,19.57276725769043,7.021947978153074
ws,"n,n//8,n",8192,1024,8192,bf16,128,128,64,5,4,8,0,0,0,0.23688154931991331,580.2011759319672
persistent,"n,n//8,n",8192,1024,8192,bf16,128,128,64,5,4,8,1,132,0,0.003112140366921953,44162.19619551842
ws,"n,n//8,n",8192,1024,8192,bf16,128,128,64,5,4,8,0,0,0,0.23808853328227997,577.2598603438457
ws,"n,n//8,n",8192,1024,8192,bf16,128,128,64,5,8,8,0,0,0,0.27387199976614546,501.8364549474087
persistent,"n,n//8,n",8192,1024,8192,bf16,128,128,64,5,8,8,1,132,0,0.003101495704006242,44313.765546883835
ws,"n,n//8,n",8192,1024,8192,bf16,128,128,64,5,8,8,0,0,0,0.2734742888382503,502.56627069351276
persistent,"n,n//8,n",8192,1024,8192,bf16,128,128,64,5,8,8,1,132,1,19.596288681030273,7.013519534698657
ws,"n,n//8,n",8192,1024,8192,bf16,256,64,64,2,4,8,0,0,0,0.3442420894684999,399.25086930596393
persistent,"n,n//8,n",8192,1024,8192,bf16,256,64,64,2,4,8,1,132,0,0.003091756568249801,44453.35537842884
ws,"n,n//8,n",8192,1024,8192,bf16,256,64,64,2,4,8,0,0,0,0.34365773848865344,399.92975009505807
persistent,"n,n//8,n",8192,1024,8192,bf16,256,64,64,2,4,8,1,132,1,31.949024200439453,4.301820068423546
ws,"n,n//8,n",8192,1024,8192,bf16,256,64,64,2,8,8,0,0,0,0.3482991301495096,394.6003350998995
persistent,"n,n//8,n",8192,1024,8192,bf16,256,64,64,2,8,8,1,132,0,0.003123756558836802,43997.9719556566
ws,"n,n//8,n",8192,1024,8192,bf16,256,64,64,2,8,8,0,0,0,0.3494024341521056,393.354310211155
persistent,"n,n//8,n",8192,1024,8192,bf16,256,64,64,2,8,8,1,132,1,56.439361572265625,2.4351613775081695
ws,"n,n//8,n",8192,1024,8192,bf16,256,64,64,3,4,8,0,0,0,0.37475809171086266,366.74045607543104
persistent,"n,n//8,n",8192,1024,8192,bf16,256,64,64,3,4,8,1,132,0,0.0031109565605773873,44179.00115149523
ws,"n,n//8,n",8192,1024,8192,bf16,256,64,64,3,4,8,0,0,0,0.37725561999139334,364.3125408579348
persistent,"n,n//8,n",8192,1024,8192,bf16,256,64,64,3,4,8,1,132,1,21.93881607055664,6.264647692472899
ws,"n,n//8,n",8192,1024,8192,bf16,256,64,64,3,8,8,0,0,0,0.3807710494313921,360.9490629007601
persistent,"n,n//8,n",8192,1024,8192,bf16,256,64,64,3,8,8,1,132,0,0.00311568700303526,44111.92566458338
ws,"n,n//8,n",8192,1024,8192,bf16,256,64,64,3,8,8,0,0,0,0.3757942815621694,365.72923063296486
persistent,"n,n//8,n",8192,1024,8192,bf16,256,64,64,3,8,8,1,132,1,28.51535987854004,4.81982181033013
ws,"n,n//8,n",8192,1024,8192,bf16,256,64,64,4,4,8,0,0,0,0.32921599845091504,417.47349496592483
persistent,"n,n//8,n",8192,1024,8192,bf16,256,64,64,4,4,8,1,132,0,0.003112347867420834,44159.251898115755
ws,"n,n//8,n",8192,1024,8192,bf16,256,64,64,4,4,8,0,0,0,0.33052532995740574,415.81973003313095
persistent,"n,n//8,n",8192,1024,8192,bf16,256,64,64,4,4,8,1,132,1,20.295072555541992,6.77203558133964
ws,"n,n//8,n",8192,1024,8192,bf16,256,64,64,4,8,8,0,0,0,0.3280960023403168,418.89859215487115
persistent,"n,n//8,n",8192,1024,8192,bf16,256,64,64,4,8,8,1,132,0,0.0030973793593524345,44372.65750383711
ws,"n,n//8,n",8192,1024,8192,bf16,256,64,64,4,8,8,0,0,0,0.3304706650475661,415.8885129856164
persistent,"n,n//8,n",8192,1024,8192,bf16,256,64,64,4,8,8,1,132,1,22.71788787841797,6.049812121952025
ws,"n,n//8,n",8192,1024,8192,bf16,256,128,64,2,4,8,0,0,0,0.7553716410290111,181.94878654005683
persistent,"n,n//8,n",8192,1024,8192,bf16,256,128,64,2,4,8,1,132,0,0.0031059310683209836,44250.48413785219
ws,"n,n//8,n",8192,1024,8192,bf16,256,128,64,2,4,8,0,0,0,0.7550952651283958,182.01538245459662
persistent,"n,n//8,n",8192,1024,8192,bf16,256,128,64,2,4,8,1,132,1,19.831104278564453,6.930474044279949
ws,"n,n//8,n",8192,1024,8192,bf16,256,128,64,2,8,8,0,0,0,0.4304976824082826,319.25596603247993
persistent,"n,n//8,n",8192,1024,8192,bf16,256,128,64,2,8,8,1,132,0,0.0030943448675378902,44416.17187335602
ws,"n,n//8,n",8192,1024,8192,bf16,256,128,64,2,8,8,0,0,0,0.430965897284056,318.909116331801
persistent,"n,n//8,n",8192,1024,8192,bf16,256,128,64,2,8,8,1,132,1,33.47964859008789,4.105149225272654
ws,"n,n//8,n",8192,1024,8192,bf16,256,128,64,3,4,8,0,0,0,0.9270044565200806,148.26137296894734
persistent,"n,n//8,n",8192,1024,8192,bf16,256,128,64,3,4,8,1,132,0,0.003112551760217496,44156.35917405472
ws,"n,n//8,n",8192,1024,8192,bf16,256,128,64,3,4,8,0,0,0,0.9283235669136047,148.05069953027584
persistent,"n,n//8,n",8192,1024,8192,bf16,256,128,64,3,4,8,1,132,1,19.30179214477539,7.12052810646404
ws,"n,n//8,n",8192,1024,8192,bf16,256,128,64,3,8,8,0,0,0,0.2278689998202026,603.1489741054932
persistent,"n,n//8,n",8192,1024,8192,bf16,256,128,64,3,8,8,1,132,0,0.0031037217775440732,44281.98251093025
ws,"n,n//8,n",8192,1024,8192,bf16,256,128,64,3,8,8,0,0,0,0.2280210005119443,602.7469099926197
persistent,"n,n//8,n",8192,1024,8192,bf16,256,128,64,3,8,8,1,132,1,19.49228858947754,7.050939803250873
ws,"n,n,n//8",16384,16384,2048,bf16,64,64,64,2,4,8,0,0,0,4.143280029296875,265.372270278963
persistent,"n,n,n//8",16384,16384,2048,bf16,64,64,64,2,4,8,1,132,0,0.0031189725097747296,352523.6674354059
ws,"n,n,n//8",16384,16384,2048,bf16,64,64,64,2,4,8,0,0,0,4.136048078536987,265.8362782293676
persistent,"n,n,n//8",16384,16384,2048,bf16,64,64,64,2,4,8,1,132,1,633.0331420898438,1.7368942550877549
ws,"n,n,n//8",16384,16384,2048,bf16,64,64,64,2,8,8,0,0,0,4.109679937362671,267.54191190898337
persistent,"n,n,n//8",16384,16384,2048,bf16,64,64,64,2,8,8,1,132,0,0.0031090087378802507,353653.43763094617
ws,"n,n,n//8",16384,16384,2048,bf16,64,64,64,2,8,8,0,0,0,4.117840051651001,267.0117377034019
persistent,"n,n,n//8",16384,16384,2048,bf16,64,64,64,2,8,8,1,132,1,887.8887329101562,1.2383439354751418
ws,"n,n,n//8",16384,16384,2048,bf16,64,64,64,3,4,8,0,0,0,4.123167991638184,266.6667062816305
persistent,"n,n,n//8",16384,16384,2048,bf16,64,64,64,3,4,8,1,132,0,0.0031145739429832803,353021.52008721867
ws,"n,n,n//8",16384,16384,2048,bf16,64,64,64,3,4,8,0,0,0,4.121039867401123,266.8044142143647
persistent,"n,n,n//8",16384,16384,2048,bf16,64,64,64,3,4,8,1,132,1,461.93426513671875,2.3802339656500204
ws,"n,n,n//8",16384,16384,2048,bf16,64,64,64,3,8,8,0,0,0,4.0963521003723145,268.41238273342424
persistent,"n,n,n//8",16384,16384,2048,bf16,64,64,64,3,8,8,1,132,0,0.003103438640225744,354288.18006081844
ws,"n,n,n//8",16384,16384,2048,bf16,64,64,64,3,8,8,0,0,0,4.096303939819336,268.4155384779609
persistent,"n,n,n//8",16384,16384,2048,bf16,64,64,64,3,8,8,1,132,1,478.5110778808594,2.2977767466644914
ws,"n,n,n//8",16384,16384,2048,bf16,64,64,64,4,4,8,0,0,0,4.149327993392944,264.98546982228777
persistent,"n,n,n//8",16384,16384,2048,bf16,64,64,64,4,4,8,1,132,0,0.0031056696083396674,354033.67596587766
ws,"n,n,n//8",16384,16384,2048,bf16,64,64,64,4,4,8,0,0,0,4.151727914810181,264.8322940079445
persistent,"n,n,n//8",16384,16384,2048,bf16,64,64,64,4,4,8,1,132,1,430.1492919921875,2.5561163257615442
ws,"n,n,n//8",16384,16384,2048,bf16,64,64,64,4,8,8,0,0,0,4.094336032867432,268.54455006858996
persistent,"n,n,n//8",16384,16384,2048,bf16,64,64,64,4,8,8,1,132,0,0.003111448321603881,353376.1496669264
ws,"n,n,n//8",16384,16384,2048,bf16,64,64,64,4,8,8,0,0,0,4.09552001953125,268.466915686532
persistent,"n,n,n//8",16384,16384,2048,bf16,64,64,64,4,8,8,1,132,1,465.67694091796875,2.3611038708693206
ws,"n,n,n//8",16384,16384,2048,bf16,64,64,64,5,4,8,0,0,0,4.10752010345459,267.6825919491584
persistent,"n,n,n//8",16384,16384,2048,bf16,64,64,64,5,4,8,1,132,0,0.0031145739450078942,353021.5198577387
ws,"n,n,n//8",16384,16384,2048,bf16,64,64,64,5,4,8,0,0,0,4.107280015945435,267.6982391040872
persistent,"n,n,n//8",16384,16384,2048,bf16,64,64,64,5,4,8,1,132,1,433.08953857421875,2.5387628419650135
ws,"n,n,n//8",16384,16384,2048,bf16,64,64,64,5,8,8,0,0,0,4.0976479053497314,268.3275023069991
persistent,"n,n,n//8",16384,16384,2048,bf16,64,64,64,5,8,8,1,132,0,0.003101217441017861,354541.93351083616
ws,"n,n,n//8",16384,16384,2048,bf16,64,64,64,5,8,8,0,0,0,4.080847978591919,269.43214585400517
persistent,"n,n,n//8",16384,16384,2048,bf16,64,64,64,5,8,8,1,132,1,458.0799255371094,2.4002615405745997
ws,"n,n,n//8",16384,16384,2048,bf16,64,128,64,2,4,8,0,0,0,3.0770347118377686,357.32831467452417
persistent,"n,n,n//8",16384,16384,2048,bf16,64,128,64,2,4,8,1,132,0,0.003105947879426505,354001.9570383191
ws,"n,n,n//8",16384,16384,2048,bf16,64,128,64,2,4,8,0,0,0,3.0861973762512207,356.26743650192844
persistent,"n,n,n//8",16384,16384,2048,bf16,64,128,64,2,4,8,1,132,1,437.93426513671875,2.5106773214759603
ws,"n,n,n//8",16384,16384,2048,bf16,64,128,64,2,8,8,0,0,0,3.0725759665171304,357.8468489494611
persistent,"n,n,n//8",16384,16384,2048,bf16,64,128,64,2,8,8,1,132,0,0.0031109565585527733,353432.0094419757
ws,"n,n,n//8",16384,16384,2048,bf16,64,128,64,2,8,8,0,0,0,3.0754133065541587,357.5167036680172
persistent,"n,n,n//8",16384,16384,2048,bf16,64,128,64,2,8,8,1,132,1,485.3522033691406,2.265389175414442
ws,"n,n,n//8",16384,16384,2048,bf16,64,128,64,3,4,8,0,0,0,3.1208213170369468,352.3148287194884
persistent,"n,n,n//8",16384,16384,2048,bf16,64,128,64,3,4,8,1,132,0,0.0031236491509174045,351995.87874748267
ws,"n,n,n//8",16384,16384,2048,bf16,64,128,64,3,4,8,0,0,0,3.1200106938680015,352.40636512463095
persistent,"n,n,n//8",16384,16384,2048,bf16,64,128,64,3,4,8,1,132,1,393.7503662109375,2.792407886135086
ws,"n,n,n//8",16384,16384,2048,bf16,64,128,64,3,8,8,0,0,0,3.140554745992025,350.1010861788658
persistent,"n,n,n//8",16384,16384,2048,bf16,64,128,64,3,8,8,1,132,0,0.0031078956980744132,353780.09257428884
ws,"n,n,n//8",16384,16384,2048,bf16,64,128,64,3,8,8,0,0,0,3.1395200888315835,350.21646514935946
persistent,"n,n,n//8",16384,16384,2048,bf16,64,128,64,3,8,8,1,132,1,259.5929260253906,4.235522302593321
ws,"n,n,n//8",16384,16384,2048,bf16,64,128,64,4,4,8,0,0,0,3.115210692087809,352.94936248408584
persistent,"n,n,n//8",16384,16384,2048,bf16,64,128,64,4,4,8,1,132,0,0.00310344352265415,354287.6226842587
ws,"n,n,n//8",16384,16384,2048,bf16,64,128,64,4,4,8,0,0,0,3.1094186305999756,353.60681799344735
persistent,"n,n,n//8",16384,16384,2048,bf16,64,128,64,4,4,8,1,132,1,342.0840759277344,3.2141561246138592
ws,"n,n,n//8",16384,16384,2048,bf16,64,128,64,4,8,8,0,0,0,3.0884159406026206,356.01151170119266
persistent,"n,n,n//8",16384,16384,2048,bf16,64,128,64,4,8,8,1,132,0,0.0031240348117021117,351952.42500416876
ws,"n,n,n//8",16384,16384,2048,bf16,64,128,64,4,8,8,0,0,0,3.0766826470692954,357.36920375045617
persistent,"n,n,n//8",16384,16384,2048,bf16,64,128,64,4,8,8,1,132,1,257.5928955078125,4.268408201276083
ws,"n,n,n//8",16384,16384,2048,bf16,64,128,64,5,4,8,0,0,0,3.1762026945749917,346.1717445344356
persistent,"n,n,n//8",16384,16384,2048,bf16,64,128,64,5,4,8,1,132,0,0.0031132631845314776,353170.1506120717
ws,"n,n,n//8",16384,16384,2048,bf16,64,128,64,5,4,8,0,0,0,3.172821283340454,346.5406745564934
persistent,"n,n,n//8",16384,16384,2048,bf16,64,128,64,5,4,8,1,132,1,346.4120788574219,3.173999103618274
ws,"n,n,n//8",16384,16384,2048,bf16,64,128,64,5,8,8,0,0,0,4.073967933654785,269.8871580929751
persistent,"n,n,n//8",16384,16384,2048,bf16,64,128,64,5,8,8,1,132,0,0.0030995478691614193,354732.9075687004
ws,"n,n,n//8",16384,16384,2048,bf16,64,128,64,5,8,8,0,0,0,4.080624103546143,269.4469276943453
persistent,"n,n,n//8",16384,16384,2048,bf16,64,128,64,5,8,8,1,132,1,256.0735168457031,4.293734242102473
ws,"n,n,n//8",16384,16384,2048,bf16,128,64,64,2,4,8,0,0,0,3.1273386478424072,351.58060945352616
persistent,"n,n,n//8",16384,16384,2048,bf16,128,64,64,2,4,8,1,132,0,0.0031078957000990276,353780.09234382154
ws,"n,n,n//8",16384,16384,2048,bf16,128,64,64,2,4,8,0,0,0,3.1173333326975503,352.7090337896428
persistent,"n,n,n//8",16384,16384,2048,bf16,128,64,64,2,4,8,1,132,1,331.4060363769531,3.317717564218945
ws,"n,n,n//8",16384,16384,2048,bf16,128,64,64,2,8,8,0,0,0,3.136693318684896,350.53207823230423
persistent,"n,n,n//8",16384,16384,2048,bf16,128,64,64,2,8,8,1,132,0,0.0031053913453512865,354065.39965468395
ws,"n,n,n//8",16384,16384,2048,bf16,128,64,64,2,8,8,0,0,0,3.1332693894704184,350.9151276526013
persistent,"n,n,n//8",16384,16384,2048,bf16,128,64,64,2,8,8,1,132,1,472.7165832519531,2.325942576865283
ws,"n,n,n//8",16384,16384,2048,bf16,128,64,64,3,4,8,0,0,0,3.1166720390319824,352.7838713878606
persistent,"n,n,n//8",16384,16384,2048,bf16,128,64,64,3,4,8,1,132,0,0.0031109565585527733,353432.0094419757
ws,"n,n,n//8",16384,16384,2048,bf16,128,64,64,3,4,8,0,0,0,3.1134400367736816,353.15008954383933
persistent,"n,n,n//8",16384,16384,2048,bf16,128,64,64,3,4,8,1,132,1,297.1363525390625,3.7003605192718876
ws,"n,n,n//8",16384,16384,2048,bf16,128,64,64,3,8,8,0,0,0,3.117695967356364,352.6680084550791
persistent,"n,n,n//8",16384,16384,2048,bf16,128,64,64,3,8,8,1,132,0,0.0031042783014962206,354192.35035919625
ws,"n,n,n//8",16384,16384,2048,bf16,128,64,64,3,8,8,0,0,0,3.1183679898579917,352.5920068933464
persistent,"n,n,n//8",16384,16384,2048,bf16,128,64,64,3,8,8,1,132,1,259.58935546875,4.2355805606534656
ws,"n,n,n//8",16384,16384,2048,bf16,128,64,64,4,4,8,0,0,0,3.1555093924204507,348.4418808630494
persistent,"n,n,n//8",16384,16384,2048,bf16,128,64,64,4,4,8,1,132,0,0.003097878305403435,354924.086546005
ws,"n,n,n//8",16384,16384,2048,bf16,128,64,64,4,4,8,0,0,0,3.143338680267334,349.79101510069825
persistent,"n,n,n//8",16384,16384,2048,bf16,128,64,64,4,4,8,1,132,1,269.56451416015625,4.078844098606939
ws,"n,n,n//8",16384,16384,2048,bf16,128,64,64,4,8,8,0,0,0,3.1405226389567056,350.10466542640887
persistent,"n,n,n//8",16384,16384,2048,bf16,128,64,64,4,8,8,1,132,0,0.0031028869987020026,354351.1665864554
ws,"n,n,n//8",16384,16384,2048,bf16,128,64,64,4,8,8,0,0,0,3.1401706536610923,350.1439090560543
persistent,"n,n,n//8",16384,16384,2048,bf16,128,64,64,4,8,8,1,132,1,256.3386535644531,4.289293138147586
ws,"n,n,n//8",16384,16384,2048,bf16,128,64,64,5,4,8,0,0,0,3.346783995628357,328.52781333130736
persistent,"n,n,n//8",16384,16384,2048,bf16,128,64,64,5,4,8,1,132,0,0.003094260920972928,355339.0149885229
ws,"n,n,n//8",16384,16384,2048,bf16,128,64,64,5,4,8,0,0,0,3.356640100479126,327.56315686601494
ws,"n,n,n//8",16384,16384,2048,bf16,128,64,64,5,8,8,0,0,0,3.3907198905944824,324.2708519880793
persistent,"n,n,n//8",16384,16384,2048,bf16,128,64,64,5,8,8,1,132,0,0.0031006316258163566,354608.9185897769
ws,"n,n,n//8",16384,16384,2048,bf16,128,64,64,5,8,8,0,0,0,3.417904019355774,321.6917799766777
persistent,"n,n,n//8",16384,16384,2048,bf16,128,64,64,5,8,8,1,132,1,255.82826232910156,4.297850510205048
ws,"n,n,n//8",16384,16384,2048,bf16,128,128,64,2,4,8,0,0,0,2.0870479941368103,526.8262305729825
persistent,"n,n,n//8",16384,16384,2048,bf16,128,128,64,2,4,8,1,132,0,0.0031078956798528848,353780.09464849427
ws,"n,n,n//8",16384,16384,2048,bf16,128,128,64,2,4,8,0,0,0,2.0840799808502197,527.5765027633172
persistent,"n,n,n//8",16384,16384,2048,bf16,128,128,64,2,4,8,1,132,1,220.7070770263672,4.981768788703793
ws,"n,n,n//8",16384,16384,2048,bf16,128,128,64,2,8,8,0,0,0,2.6654934088389077,412.4983480094024
persistent,"n,n,n//8",16384,16384,2048,bf16,128,128,64,2,8,8,1,132,0,0.003116243510790493,352832.3842372281
ws,"n,n,n//8",16384,16384,2048,bf16,128,128,64,2,8,8,0,0,0,2.6670079231262207,412.2641024954929
persistent,"n,n,n//8",16384,16384,2048,bf16,128,128,64,2,8,8,1,132,1,273.37939453125,4.021925755089471
ws,"n,n,n//8",16384,16384,2048,bf16,128,128,64,3,4,8,0,0,0,2.1039440035820007,522.5954806325941
persistent,"n,n,n//8",16384,16384,2048,bf16,128,128,64,3,4,8,1,132,0,0.0031081739448658796,353748.42183211364
ws,"n,n,n//8",16384,16384,2048,bf16,128,128,64,3,4,8,0,0,0,2.1113359928131104,520.7658238758238
persistent,"n,n,n//8",16384,16384,2048,bf16,128,128,64,3,4,8,1,132,1,200.25987243652344,5.490424089451636
ws,"n,n,n//8",16384,16384,2048,bf16,128,128,64,3,8,8,0,0,0,2.1340479850769043,515.2234792585402
persistent,"n,n,n//8",16384,16384,2048,bf16,128,128,64,3,8,8,1,132,0,0.003100382639905033,354637.39656653436
ws,"n,n,n//8",16384,16384,2048,bf16,128,128,64,3,8,8,0,0,0,2.132151961326599,515.6816435784892
persistent,"n,n,n//8",16384,16384,2048,bf16,128,128,64,3,8,8,1,132,1,180.62147521972656,6.087380398363155
ws,"n,n,n//8",16384,16384,2048,bf16,128,128,64,4,4,8,0,0,0,2.1401439905166626,513.7559120545723
persistent,"n,n,n//8",16384,16384,2048,bf16,128,128,64,4,4,8,1,132,0,0.003109333372936306,353616.51386312227
ws,"n,n,n//8",16384,16384,2048,bf16,128,128,64,4,4,8,0,0,0,2.1294559836387634,516.334517465433
persistent,"n,n,n//8",16384,16384,2048,bf16,128,128,64,4,4,8,1,132,1,169.9166717529297,6.470887267464632
ws,"n,n,n//8",16384,16384,2048,bf16,128,128,64,4,8,8,0,0,0,2.527733325958252,434.9792822228113
persistent,"n,n,n//8",16384,16384,2048,bf16,128,128,64,4,8,8,1,132,0,0.00310928699074556,353621.78886946477
ws,"n,n,n//8",16384,16384,2048,bf16,128,128,64,4,8,8,0,0,0,2.530069351196289,434.577663753019
persistent,"n,n,n//8",16384,16384,2048,bf16,128,128,64,4,8,8,1,132,1,174.07618713378906,6.316266721369263
ws,"n,n,n//8",16384,16384,2048,bf16,128,128,64,5,4,8,0,0,0,2.026304066181183,542.619267328503
persistent,"n,n,n//8",16384,16384,2048,bf16,128,128,64,5,4,8,1,132,0,0.0031053913514251293,354065.39896216657
ws,"n,n,n//8",16384,16384,2048,bf16,128,128,64,5,4,8,0,0,0,2.0412479639053345,538.6467725716204
ws,"n,n,n//8",16384,16384,2048,bf16,128,128,64,5,8,8,0,0,0,2.5395946502685547,432.9476862221811
persistent,"n,n,n//8",16384,16384,2048,bf16,128,128,64,5,8,8,1,132,0,0.0031170782977310214,352737.89194719767
ws,"n,n,n//8",16384,16384,2048,bf16,128,128,64,5,8,8,0,0,0,2.5410346190134683,432.70234082952976
persistent,"n,n,n//8",16384,16384,2048,bf16,128,128,64,5,8,8,1,132,1,175.60240173339844,6.261370100423177
ws,"n,n,n//8",16384,16384,2048,bf16,256,64,64,2,4,8,0,0,0,2.8353386720021567,387.7884637321251
persistent,"n,n,n//8",16384,16384,2048,bf16,256,64,64,2,4,8,1,132,0,0.0030998621188136266,354696.946390894
ws,"n,n,n//8",16384,16384,2048,bf16,256,64,64,2,4,8,0,0,0,2.8363520304361978,387.6499165045137
persistent,"n,n,n//8",16384,16384,2048,bf16,256,64,64,2,4,8,1,132,1,209.07513427734375,5.258930630734253
ws,"n,n,n//8",16384,16384,2048,bf16,256,64,64,2,8,8,0,0,0,2.8507519563039145,385.69179101837744
persistent,"n,n,n//8",16384,16384,2048,bf16,256,64,64,2,8,8,1,132,0,0.003108173961062794,353748.4199887056
ws,"n,n,n//8",16384,16384,2048,bf16,256,64,64,2,8,8,0,0,0,2.855392058690389,385.06502966191107
persistent,"n,n,n//8",16384,16384,2048,bf16,256,64,64,2,8,8,1,132,1,359.44921875,3.058878891431726
ws,"n,n,n//8",16384,16384,2048,bf16,256,64,64,3,4,8,0,0,0,2.9638293584187827,370.97669764719336
persistent,"n,n,n//8",16384,16384,2048,bf16,256,64,64,3,4,8,1,132,0,0.0031131826442382907,353179.28738004377
ws,"n,n,n//8",16384,16384,2048,bf16,256,64,64,3,4,8,0,0,0,2.952575922012329,372.3906367923733
persistent,"n,n,n//8",16384,16384,2048,bf16,256,64,64,3,4,8,1,132,1,188.10336303710938,5.845252365632009
ws,"n,n,n//8",16384,16384,2048,bf16,256,64,64,3,8,8,0,0,0,3.003445307413737,366.0834525809255
persistent,"n,n,n//8",16384,16384,2048,bf16,256,64,64,3,8,8,1,132,0,0.0031048348294975964,354128.86293662054
ws,"n,n,n//8",16384,16384,2048,bf16,256,64,64,3,8,8,0,0,0,3.006869316101074,365.6665828103587
persistent,"n,n,n//8",16384,16384,2048,bf16,256,64,64,3,8,8,1,132,1,197.82456970214844,5.558013493629548
ws,"n,n,n//8",16384,16384,2048,bf16,256,64,64,4,4,8,0,0,0,2.7392959594726562,401.38475142629994
persistent,"n,n,n//8",16384,16384,2048,bf16,256,64,64,4,4,8,1,132,0,0.003112069602407839,353305.6031026096
ws,"n,n,n//8",16384,16384,2048,bf16,256,64,64,4,4,8,0,0,0,2.722613255182902,403.8442205050295
persistent,"n,n,n//8",16384,16384,2048,bf16,256,64,64,4,4,8,1,132,1,181.74166870117188,6.0498598677657585
ws,"n,n,n//8",16384,16384,2048,bf16,256,64,64,4,8,8,0,0,0,2.749493360519409,399.8960839710085
persistent,"n,n,n//8",16384,16384,2048,bf16,256,64,64,4,8,8,1,132,0,0.003122921771896274,352077.8642842417
ws,"n,n,n//8",16384,16384,2048,bf16,256,64,64,4,8,8,0,0,0,2.7335894107818604,402.2226686419296
persistent,"n,n,n//8",16384,16384,2048,bf16,256,64,64,4,8,8,1,132,1,193.91567993164062,5.670050138099204
ws,"n,n,n//8",16384,16384,2048,bf16,256,128,64,2,4,8,0,0,0,5.675871849060059,193.71678167083394
persistent,"n,n,n//8",16384,16384,2048,bf16,256,128,64,2,4,8,1,132,0,0.003113739174264281,353116.16235030163
ws,"n,n,n//8",16384,16384,2048,bf16,256,128,64,2,4,8,0,0,0,5.686272144317627,193.36247015098593
persistent,"n,n,n//8",16384,16384,2048,bf16,256,128,64,2,4,8,1,132,1,168.8501434326172,6.511760105284012
ws,"n,n,n//8",16384,16384,2048,bf16,256,128,64,2,8,8,0,0,0,3.221887985865275,341.26314527372176
persistent,"n,n,n//8",16384,16384,2048,bf16,256,128,64,2,8,8,1,132,0,0.003106226136341043,353970.2454088426
ws,"n,n,n//8",16384,16384,2048,bf16,256,128,64,2,8,8,0,0,0,3.2214506467183432,341.3094746294066
persistent,"n,n,n//8",16384,16384,2048,bf16,256,128,64,2,8,8,1,132,1,237.31231689453125,4.633183992150968
ws,"n,n,n//8",16384,16384,2048,bf16,256,128,64,3,4,8,0,0,0,7.091040134429932,155.05646660176362
